chrom	start	end	name	color
chr1	70400000	70500000	B0	#5ebd3e
chr1	70500000	71200000	B1	#009cdf
chr1	71200000	72300000	B4	#973999
chr1	72350000	74050000	B4	#973999
chr1	74050000	75350000	B1	#009cdf
chr1	75350000	75400000	B0	#5ebd3e
chr1	75400000	75650000	B1	#009cdf
chr1	75650000	75750000	B0	#5ebd3e
chr1	75750000	75800000	A2	#f78200
chr1	75800000	76700000	B0	#5ebd3e
chr1	76700000	76800000	B1	#009cdf
chr1	76800000	77650000	B0	#5ebd3e
chr1	77650000	77700000	A2	#f78200
chr1	77700000	77750000	B0	#5ebd3e
chr1	77750000	77800000	A2	#f78200
chr1	77800000	77850000	B0	#5ebd3e
chr1	77850000	78050000	A2	#f78200
chr1	78050000	78200000	B0	#5ebd3e
chr1	78200000	78300000	B1	#009cdf
chr1	78300000	78500000	B0	#5ebd3e
chr1	78500000	78600000	B1	#009cdf
chr1	78600000	78700000	B0	#5ebd3e
chr1	78700000	78750000	B1	#009cdf
chr1	78750000	83150000	B0	#5ebd3e
chr1	83500000	83650000	B0	#5ebd3e
chr1	83650000	83700000	B1	#009cdf
chr1	83700000	83750000	B0	#5ebd3e
chr1	83750000	83800000	B1	#009cdf
chr1	83800000	85250000	B0	#5ebd3e
chr1	85250000	85300000	A2	#f78200
chr1	85300000	88800000	B0	#5ebd3e
chr1	88800000	88900000	A2	#f78200
chr1	88900000	89050000	B0	#5ebd3e
chr1	89050000	89100000	B1	#009cdf
chr1	89100000	89150000	B0	#5ebd3e
chr1	89150000	89200000	B1	#009cdf
chr1	89200000	89300000	B0	#5ebd3e
chr1	89300000	89350000	B1	#009cdf
chr1	89350000	89900000	B0	#5ebd3e
chr1	89900000	89950000	A2	#f78200
chr1	89950000	90050000	B0	#5ebd3e
chr1	90050000	90850000	B1	#009cdf
chr1	90850000	91150000	B0	#5ebd3e
chr1	91150000	91200000	B1	#009cdf
chr1	91200000	91900000	B0	#5ebd3e
chr1	91900000	91950000	A2	#f78200
chr1	91950000	92750000	B0	#5ebd3e
chr1	92750000	93150000	A2	#f78200
chr1	93150000	93200000	A1	#e23838
chr1	93200000	93250000	A2	#f78200
chr1	93250000	93300000	B0	#5ebd3e
chr1	93300000	93500000	A2	#f78200
chr1	93500000	93550000	B0	#5ebd3e
chr1	93550000	93700000	A2	#f78200
chr1	93700000	93750000	A1	#e23838
chr1	93750000	94200000	A2	#f78200
chr1	94200000	94300000	A1	#e23838
chr1	94300000	95200000	A2	#f78200
chr1	95200000	95250000	B0	#5ebd3e
chr1	95250000	96200000	B1	#009cdf
chr1	96200000	96300000	B0	#5ebd3e
chr1	96300000	96350000	B1	#009cdf
chr1	96350000	96400000	B0	#5ebd3e
chr1	96400000	96600000	B1	#009cdf
chr1	96600000	96700000	B0	#5ebd3e
chr1	96700000	96800000	A2	#f78200
chr1	96800000	98750000	B0	#5ebd3e
chr1	98750000	99100000	B1	#009cdf
chr1	99100000	99150000	B0	#5ebd3e
chr1	99150000	99650000	B1	#009cdf
chr1	99650000	100500000	A2	#f78200
chr1	100500000	100850000	B1	#009cdf
chr1	100850000	101050000	A2	#f78200
chr1	101050000	101200000	B1	#009cdf
chr1	101200000	101250000	A2	#f78200
chr1	101250000	101700000	B1	#009cdf
chr1	101700000	101750000	B4	#973999
chr1	101750000	101900000	B1	#009cdf
chr1	101900000	101950000	B4	#973999
chr1	101950000	102000000	B1	#009cdf
chr1	102000000	102200000	B4	#973999
chr1	102200000	102250000	B1	#009cdf
chr1	102250000	102850000	B4	#973999
chr1	102850000	102900000	B1	#009cdf
chr1	102900000	103200000	B4	#973999
chr1	103200000	103250000	B1	#009cdf
chr1	103250000	103300000	B4	#973999
chr1	103300000	103600000	B1	#009cdf
chr1	103800000	107750000	B4	#973999
chr1	107750000	108200000	B1	#009cdf
chr1	108300000	108350000	B1	#009cdf
chr1	108500000	108550000	B1	#009cdf
chr1	108550000	109200000	A2	#f78200
chr1	109200000	109300000	A1	#e23838
chr1	109300000	109400000	A2	#f78200
chr1	109400000	109650000	A1	#e23838
chr1	109650000	109750000	A2	#f78200
chr1	109750000	109800000	A1	#e23838
chr1	109800000	109900000	A2	#f78200
chr1	109900000	109950000	A1	#e23838
chr1	109950000	110000000	A2	#f78200
chr1	110000000	110150000	A1	#e23838
chr1	110150000	110550000	A2	#f78200
chr1	110550000	111100000	B1	#009cdf
chr1	111100000	111250000	A2	#f78200
chr1	111250000	111400000	B1	#009cdf
chr1	111400000	111800000	A2	#f78200
chr1	111800000	112350000	B1	#009cdf
chr1	112350000	115300000	A2	#f78200
chr1	115300000	115400000	B1	#009cdf
chr1	115400000	117500000	A2	#f78200
chr1	117500000	117550000	B1	#009cdf
chr1	117550000	117650000	A2	#f78200
chr1	117650000	118200000	B1	#009cdf
chr1	118200000	118850000	B4	#973999
chr1	118850000	119550000	B1	#009cdf
chr1	119550000	120000000	A2	#f78200
chr1	121450000	121500000	B1	#009cdf
chr1	145700000	145750000	A2	#f78200
chr1	145750000	146050000	A1	#e23838
chr1	147050000	147150000	B1	#009cdf
chr1	147150000	147300000	A2	#f78200
chr1	147300000	147500000	B1	#009cdf
chr1	147500000	147900000	A2	#f78200
chr1	148250000	148300000	A2	#f78200
chr1	148300000	148350000	A1	#e23838
chr1	148350000	148400000	A2	#f78200
chr1	149900000	151800000	A1	#e23838
chr1	151800000	152050000	A2	#f78200
chr1	152050000	153450000	B1	#009cdf
chr1	153450000	153550000	A2	#f78200
chr1	153550000	153700000	A1	#e23838
chr1	153850000	155200000	A1	#e23838
chr1	155300000	156900000	A1	#e23838
chr1	156900000	157200000	A2	#f78200
chr1	157200000	158000000	B1	#009cdf
chr1	158000000	158100000	A2	#f78200
chr1	158100000	158450000	B1	#009cdf
chr1	158450000	158950000	B4	#973999
chr1	158950000	159800000	B1	#009cdf
chr1	159800000	160450000	A2	#f78200
chr1	160450000	160600000	B1	#009cdf
chr1	160600000	161000000	A2	#f78200
chr1	161000000	161550000	A1	#e23838
chr1	161700000	161850000	A2	#f78200
chr1	161850000	161900000	B0	#5ebd3e
chr1	161900000	162200000	A2	#f78200
chr1	162200000	162250000	B0	#5ebd3e
chr1	162250000	162300000	A2	#f78200
chr1	162300000	162350000	B0	#5ebd3e
chr1	162350000	162700000	A2	#f78200
chr1	162700000	162750000	B0	#5ebd3e
chr1	162750000	162850000	A2	#f78200
chr1	162850000	162900000	B0	#5ebd3e
chr1	162900000	162950000	B1	#009cdf
chr1	162950000	163050000	B0	#5ebd3e
chr1	163050000	163100000	B1	#009cdf
chr1	163100000	163200000	B0	#5ebd3e
chr1	163200000	165600000	B1	#009cdf
chr1	165600000	165900000	A2	#f78200
chr1	165900000	166850000	B1	#009cdf
chr1	166850000	167200000	B0	#5ebd3e
chr1	167200000	167250000	A2	#f78200
chr1	167250000	167450000	B0	#5ebd3e
chr1	167450000	167500000	A2	#f78200
chr1	167500000	167600000	B0	#5ebd3e
chr1	167600000	167650000	A2	#f78200
chr1	167650000	167700000	B0	#5ebd3e
chr1	167700000	168000000	A2	#f78200
chr1	168000000	168050000	B0	#5ebd3e
chr1	168050000	168250000	A2	#f78200
chr1	168250000	170200000	B0	#5ebd3e
chr1	170200000	170250000	B1	#009cdf
chr1	170250000	170300000	B0	#5ebd3e
chr1	170300000	170450000	B1	#009cdf
chr1	170450000	170950000	B0	#5ebd3e
chr1	170950000	171050000	B1	#009cdf
chr1	171050000	171600000	B0	#5ebd3e
chr1	171600000	171650000	A2	#f78200
chr1	171650000	173750000	B0	#5ebd3e
chr1	173750000	174100000	A2	#f78200
chr1	174100000	174150000	B0	#5ebd3e
chr1	174150000	174200000	A2	#f78200
chr1	174200000	175350000	B0	#5ebd3e
chr1	175350000	175900000	B1	#009cdf
chr1	175900000	176250000	B0	#5ebd3e
chr1	176250000	177950000	B1	#009cdf
chr1	177950000	178600000	B0	#5ebd3e
chr1	178600000	178650000	A2	#f78200
chr1	178650000	179000000	B0	#5ebd3e
chr1	179000000	179400000	A2	#f78200
chr1	179400000	179800000	B0	#5ebd3e
chr1	179800000	180000000	A2	#f78200
chr1	180000000	180050000	B0	#5ebd3e
chr1	180050000	180250000	A2	#f78200
chr1	180250000	180900000	B0	#5ebd3e
chr1	180900000	180950000	A2	#f78200
chr1	180950000	181000000	B0	#5ebd3e
chr1	181000000	181150000	A2	#f78200
chr1	181150000	181250000	B0	#5ebd3e
chr1	181250000	181400000	B1	#009cdf
chr1	181400000	181450000	B0	#5ebd3e
chr1	181450000	182050000	B1	#009cdf
chr1	182050000	182200000	B0	#5ebd3e
chr1	182200000	182250000	B1	#009cdf
chr1	182250000	182350000	B0	#5ebd3e
chr1	182350000	182400000	A2	#f78200
chr1	182400000	182800000	B0	#5ebd3e
chr1	182800000	183650000	A2	#f78200
chr1	183650000	185000000	B0	#5ebd3e
chr1	185000000	185100000	A2	#f78200
chr1	185100000	186350000	B0	#5ebd3e
chr1	186350000	186400000	A2	#f78200
chr1	186400000	192950000	B0	#5ebd3e
chr1	192950000	193000000	A2	#f78200
chr1	193000000	193050000	B0	#5ebd3e
chr1	193050000	193150000	A2	#f78200
chr1	193150000	196750000	B0	#5ebd3e
chr1	196850000	198350000	B0	#5ebd3e
chr1	198700000	199850000	B0	#5ebd3e
chr1	199850000	199900000	A2	#f78200
chr1	199900000	199950000	B0	#5ebd3e
chr1	199950000	201950000	A2	#f78200
chr1	201950000	202100000	A1	#e23838
chr1	202100000	206150000	A2	#f78200
chr1	206400000	207500000	A2	#f78200
chr1	207550000	207850000	A2	#f78200
chr1	207850000	208650000	B1	#009cdf
chr1	208650000	209150000	B4	#973999
chr1	209150000	211500000	B1	#009cdf
chr1	211500000	213050000	A2	#f78200
chr1	213050000	214400000	B1	#009cdf
chr1	214400000	214600000	A2	#f78200
chr1	214600000	215900000	B1	#009cdf
chr1	215900000	217200000	B4	#973999
chr1	217200000	217250000	B1	#009cdf
chr1	217250000	217300000	B4	#973999
chr1	217300000	220050000	B1	#009cdf
chr1	220050000	220150000	A2	#f78200
chr1	220150000	223500000	B1	#009cdf
chr1	223500000	223550000	A2	#f78200
chr1	223600000	223900000	A2	#f78200
chr1	224050000	224500000	A2	#f78200
chr1	224500000	225400000	B1	#009cdf
chr1	225400000	228550000	A2	#f78200
chr1	228650000	229700000	A2	#f78200
chr1	229700000	230050000	B1	#009cdf
chr1	230050000	230150000	A2	#f78200
chr1	230150000	230950000	B1	#009cdf
chr1	230950000	231000000	A2	#f78200
chr1	231000000	231050000	B1	#009cdf
chr1	231050000	231100000	A2	#f78200
chr1	231100000	231200000	B1	#009cdf
chr1	231200000	231600000	A2	#f78200
chr1	231600000	233250000	B1	#009cdf
chr1	233250000	233350000	A2	#f78200
chr1	233350000	233600000	B1	#009cdf
chr1	233600000	233700000	A2	#f78200
chr1	233700000	233900000	B1	#009cdf
chr1	233900000	233950000	A2	#f78200
chr1	233950000	234150000	B1	#009cdf
chr1	234200000	234300000	B1	#009cdf
chr1	234300000	236150000	A2	#f78200
chr1	236150000	237150000	B1	#009cdf
chr1	237150000	241350000	B4	#973999
chr1	241350000	242250000	B1	#009cdf
chr1	242350000	242900000	B1	#009cdf
chr1	243900000	244700000	B1	#009cdf
chr1	244700000	245050000	A2	#f78200
chr1	245050000	245300000	B1	#009cdf
chr1	245750000	246500000	B1	#009cdf
chr1	246500000	246650000	A2	#f78200
chr1	246650000	246850000	B1	#009cdf
chr1	246850000	246950000	A2	#f78200
chr1	246950000	247000000	B1	#009cdf
chr1	247000000	247050000	B4	#973999
chr1	247050000	247600000	B1	#009cdf
chr1	247600000	248250000	B4	#973999
chr1	248300000	248350000	B4	#973999
chr1	248600000	248950000	B1	#009cdf
chr2	0	50000	A2	#f78200
chr2	50000	750000	B1	#009cdf
chr2	850000	1200000	B1	#009cdf
chr2	1550000	2000000	B1	#009cdf
chr2	2000000	2650000	B4	#973999
chr2	2650000	3400000	B1	#009cdf
chr2	3500000	3650000	A2	#f78200
chr2	3650000	3950000	B1	#009cdf
chr2	3950000	6700000	B4	#973999
chr2	6700000	9000000	B1	#009cdf
chr2	9000000	11800000	A2	#f78200
chr2	11800000	13050000	B1	#009cdf
chr2	13050000	14900000	B4	#973999
chr2	14900000	19900000	B1	#009cdf
chr2	19900000	20650000	A2	#f78200
chr2	20650000	21200000	B1	#009cdf
chr2	21200000	23000000	B4	#973999
chr2	23000000	23800000	B1	#009cdf
chr2	23800000	26700000	A2	#f78200
chr2	26700000	27500000	A1	#e23838
chr2	27500000	29200000	A2	#f78200
chr2	29200000	31900000	B1	#009cdf
chr2	31900000	32700000	A2	#f78200
chr2	32700000	32850000	B0	#5ebd3e
chr2	32850000	33350000	B1	#009cdf
chr2	33350000	33400000	B0	#5ebd3e
chr2	33400000	33800000	B1	#009cdf
chr2	33800000	35750000	B4	#973999
chr2	35800000	35850000	B4	#973999
chr2	35850000	36250000	B1	#009cdf
chr2	36350000	36400000	B1	#009cdf
chr2	36400000	36500000	B0	#5ebd3e
chr2	36500000	36600000	B1	#009cdf
chr2	36600000	36850000	B0	#5ebd3e
chr2	36850000	37400000	A2	#f78200
chr2	37400000	37450000	B0	#5ebd3e
chr2	37450000	38950000	A2	#f78200
chr2	38950000	39050000	B0	#5ebd3e
chr2	39050000	39200000	A2	#f78200
chr2	39200000	39500000	B0	#5ebd3e
chr2	39500000	39550000	B1	#009cdf
chr2	39550000	39700000	B0	#5ebd3e
chr2	39700000	39750000	B1	#009cdf
chr2	39750000	39800000	B0	#5ebd3e
chr2	39800000	40600000	B1	#009cdf
chr2	40600000	41600000	B4	#973999
chr2	41600000	41850000	B1	#009cdf
chr2	41850000	41900000	B0	#5ebd3e
chr2	41900000	41950000	B1	#009cdf
chr2	41950000	42000000	B0	#5ebd3e
chr2	42000000	42050000	B1	#009cdf
chr2	42050000	42150000	B0	#5ebd3e
chr2	42150000	42200000	A2	#f78200
chr2	42200000	42300000	B0	#5ebd3e
chr2	42300000	44400000	A2	#f78200
chr2	44400000	44900000	B0	#5ebd3e
chr2	44900000	44950000	A2	#f78200
chr2	44950000	45600000	B0	#5ebd3e
chr2	45600000	45750000	A2	#f78200
chr2	45750000	45800000	B0	#5ebd3e
chr2	45800000	46000000	A2	#f78200
chr2	46000000	46100000	B0	#5ebd3e
chr2	46100000	47550000	A2	#f78200
chr2	47550000	47600000	B0	#5ebd3e
chr2	47600000	47850000	A2	#f78200
chr2	47850000	48600000	B0	#5ebd3e
chr2	48600000	49050000	B1	#009cdf
chr2	49050000	50300000	B4	#973999
chr2	50300000	50500000	B1	#009cdf
chr2	50500000	53800000	B0	#5ebd3e
chr2	53800000	54100000	A2	#f78200
chr2	54100000	54550000	B0	#5ebd3e
chr2	54550000	54600000	A2	#f78200
chr2	54600000	54900000	B0	#5ebd3e
chr2	54900000	55300000	A2	#f78200
chr2	55300000	55350000	B0	#5ebd3e
chr2	55350000	55400000	A2	#f78200
chr2	55400000	55500000	B0	#5ebd3e
chr2	55500000	55600000	A2	#f78200
chr2	55600000	55650000	B0	#5ebd3e
chr2	55650000	55700000	A2	#f78200
chr2	55700000	58500000	B0	#5ebd3e
chr2	58500000	59100000	B1	#009cdf
chr2	59100000	59950000	B4	#973999
chr2	59950000	60650000	B1	#009cdf
chr2	60650000	61250000	A2	#f78200
chr2	61250000	61800000	A1	#e23838
chr2	61800000	61950000	A2	#f78200
chr2	61950000	64550000	B0	#5ebd3e
chr2	64550000	65600000	A2	#f78200
chr2	65600000	66300000	B1	#009cdf
chr2	66300000	66350000	B4	#973999
chr2	66350000	66450000	B1	#009cdf
chr2	66450000	67200000	B4	#973999
chr2	67200000	68100000	B1	#009cdf
chr2	68100000	68350000	A2	#f78200
chr2	68350000	69300000	B1	#009cdf
chr2	69300000	69850000	A2	#f78200
chr2	69850000	70450000	A1	#e23838
chr2	70450000	70500000	A2	#f78200
chr2	70500000	70750000	A1	#e23838
chr2	70750000	70800000	A2	#f78200
chr2	70800000	71600000	A1	#e23838
chr2	71600000	72750000	B0	#5ebd3e
chr2	72750000	74600000	A1	#e23838
chr2	74600000	74900000	A2	#f78200
chr2	74900000	75800000	B1	#009cdf
chr2	75800000	77650000	B4	#973999
chr2	77700000	81050000	B4	#973999
chr2	81050000	84450000	B1	#009cdf
chr2	84450000	84500000	A2	#f78200
chr2	84500000	84800000	B1	#009cdf
chr2	84800000	85300000	A2	#f78200
chr2	85300000	86500000	A1	#e23838
chr2	86500000	86700000	A2	#f78200
chr2	86750000	86850000	A2	#f78200
chr2	88000000	88700000	A2	#f78200
chr2	88700000	89000000	B1	#009cdf
chr2	89750000	89800000	B1	#009cdf
chr2	94750000	94800000	B1	#009cdf
chr2	94850000	95000000	B1	#009cdf
chr2	95000000	95400000	A2	#f78200
chr2	95500000	95600000	A2	#f78200
chr2	95650000	95750000	A2	#f78200
chr2	95800000	95850000	A2	#f78200
chr2	96050000	97050000	A1	#e23838
chr2	97650000	97800000	A1	#e23838
chr2	97800000	97850000	A2	#f78200
chr2	97850000	98000000	A1	#e23838
chr2	98000000	98950000	A2	#f78200
chr2	98950000	99000000	B1	#009cdf
chr2	99000000	99600000	A2	#f78200
chr2	99600000	100250000	B1	#009cdf
chr2	100250000	100450000	A2	#f78200
chr2	100450000	100500000	B1	#009cdf
chr2	100500000	101950000	A2	#f78200
chr2	101950000	102000000	B1	#009cdf
chr2	102000000	102150000	A2	#f78200
chr2	102150000	102200000	B1	#009cdf
chr2	102200000	102250000	A2	#f78200
chr2	102250000	103050000	B1	#009cdf
chr2	103050000	104600000	B4	#973999
chr2	104600000	105050000	B1	#009cdf
chr2	105050000	105100000	A2	#f78200
chr2	105100000	105200000	B1	#009cdf
chr2	105200000	105550000	A2	#f78200
chr2	105550000	106100000	B1	#009cdf
chr2	106100000	106200000	A2	#f78200
chr2	106200000	106350000	B1	#009cdf
chr2	106500000	106700000	B1	#009cdf
chr2	106700000	107850000	B4	#973999
chr2	107900000	108100000	B4	#973999
chr2	108100000	108400000	B1	#009cdf
chr2	108400000	109550000	A2	#f78200
chr2	109550000	109700000	A1	#e23838
chr2	109700000	109750000	A2	#f78200
chr2	110100000	110250000	A1	#e23838
chr2	110650000	110750000	A1	#e23838
chr2	110750000	111250000	B0	#5ebd3e
chr2	111600000	111650000	B0	#5ebd3e
chr2	111650000	111700000	A2	#f78200
chr2	111850000	112350000	A1	#e23838
chr2	112450000	112750000	A1	#e23838
chr2	112750000	113400000	A2	#f78200
chr2	113650000	113950000	A2	#f78200
chr2	113950000	114350000	B1	#009cdf
chr2	114350000	115900000	B4	#973999
chr2	116050000	116850000	B4	#973999
chr2	117000000	117650000	B4	#973999
chr2	117650000	118050000	B1	#009cdf
chr2	118050000	118200000	A2	#f78200
chr2	118200000	119200000	B1	#009cdf
chr2	119200000	121800000	A2	#f78200
chr2	121800000	122300000	B1	#009cdf
chr2	122300000	126500000	B4	#973999
chr2	126500000	127050000	B1	#009cdf
chr2	127050000	127650000	A2	#f78200
chr2	127650000	127700000	A1	#e23838
chr2	127700000	127750000	A2	#f78200
chr2	127750000	127850000	A1	#e23838
chr2	127850000	128350000	A2	#f78200
chr2	128350000	128500000	B1	#009cdf
chr2	128500000	128550000	A2	#f78200
chr2	128550000	130000000	B1	#009cdf
chr2	130150000	130200000	A2	#f78200
chr2	130250000	130400000	A2	#f78200
chr2	130700000	131150000	A2	#f78200
chr2	131150000	131200000	B1	#009cdf
chr2	131300000	131350000	B1	#009cdf
chr2	131400000	131450000	B0	#5ebd3e
chr2	131450000	131550000	A2	#f78200
chr2	131550000	131700000	B1	#009cdf
chr2	132250000	132300000	B1	#009cdf
chr2	132350000	134100000	B1	#009cdf
chr2	134100000	134300000	B0	#5ebd3e
chr2	134300000	134350000	B1	#009cdf
chr2	134350000	134500000	B0	#5ebd3e
chr2	134500000	134600000	B1	#009cdf
chr2	134600000	135700000	B0	#5ebd3e
chr2	135700000	136000000	A2	#f78200
chr2	136000000	136100000	B0	#5ebd3e
chr2	136100000	136300000	B1	#009cdf
chr2	136300000	136350000	B0	#5ebd3e
chr2	136350000	136750000	B1	#009cdf
chr2	136750000	137650000	B4	#973999
chr2	137650000	137900000	B1	#009cdf
chr2	137900000	138000000	B0	#5ebd3e
chr2	138000000	138050000	B1	#009cdf
chr2	138050000	140950000	B0	#5ebd3e
chr2	141350000	148950000	B0	#5ebd3e
chr2	149000000	151350000	B0	#5ebd3e
chr2	151350000	151500000	A2	#f78200
chr2	151500000	152050000	B0	#5ebd3e
chr2	152050000	152200000	A2	#f78200
chr2	152200000	152300000	B0	#5ebd3e
chr2	152300000	152350000	A2	#f78200
chr2	152350000	156400000	B0	#5ebd3e
chr2	156400000	156450000	A2	#f78200
chr2	156450000	158850000	B0	#5ebd3e
chr2	158850000	159300000	A2	#f78200
chr2	159300000	159650000	B0	#5ebd3e
chr2	159650000	159800000	A2	#f78200
chr2	159800000	162350000	B0	#5ebd3e
chr2	162350000	164450000	B1	#009cdf
chr2	164450000	164550000	B0	#5ebd3e
chr2	164550000	164600000	B1	#009cdf
chr2	164600000	165000000	B0	#5ebd3e
chr2	165000000	165950000	B1	#009cdf
chr2	165950000	166000000	B0	#5ebd3e
chr2	166000000	166400000	B1	#009cdf
chr2	166400000	166450000	B0	#5ebd3e
chr2	166450000	166550000	B1	#009cdf
chr2	166550000	167100000	B4	#973999
chr2	167100000	167150000	B1	#009cdf
chr2	167150000	167200000	B0	#5ebd3e
chr2	167200000	167250000	B4	#973999
chr2	167250000	167900000	B1	#009cdf
chr2	167900000	168200000	B0	#5ebd3e
chr2	168200000	168250000	A2	#f78200
chr2	168250000	168850000	B0	#5ebd3e
chr2	168950000	169450000	B0	#5ebd3e
chr2	169450000	170100000	A2	#f78200
chr2	170100000	170400000	B0	#5ebd3e
chr2	170400000	170450000	A2	#f78200
chr2	170450000	170650000	B0	#5ebd3e
chr2	170650000	172800000	A2	#f78200
chr2	172800000	172950000	B0	#5ebd3e
chr2	172950000	173450000	A2	#f78200
chr2	173450000	173550000	B0	#5ebd3e
chr2	173550000	173600000	A2	#f78200
chr2	173600000	173800000	B0	#5ebd3e
chr2	173800000	174600000	A2	#f78200
chr2	174600000	175150000	B0	#5ebd3e
chr2	175150000	175200000	A2	#f78200
chr2	175200000	175450000	B0	#5ebd3e
chr2	175450000	175650000	B1	#009cdf
chr2	175650000	175750000	B0	#5ebd3e
chr2	175750000	175900000	B1	#009cdf
chr2	175900000	176200000	B0	#5ebd3e
chr2	176200000	176250000	B1	#009cdf
chr2	176250000	176300000	B0	#5ebd3e
chr2	176300000	176350000	B1	#009cdf
chr2	176350000	176400000	B0	#5ebd3e
chr2	176400000	176450000	B1	#009cdf
chr2	176450000	176550000	B0	#5ebd3e
chr2	176550000	177150000	B1	#009cdf
chr2	177150000	177550000	A2	#f78200
chr2	177550000	177600000	B0	#5ebd3e
chr2	177600000	177700000	B1	#009cdf
chr2	177700000	178150000	B0	#5ebd3e
chr2	178150000	178250000	A2	#f78200
chr2	178250000	178350000	B0	#5ebd3e
chr2	178350000	178400000	B1	#009cdf
chr2	178400000	178450000	A2	#f78200
chr2	178450000	178850000	B1	#009cdf
chr2	178850000	181700000	B0	#5ebd3e
chr2	181700000	182100000	A2	#f78200
chr2	182100000	182700000	B0	#5ebd3e
chr2	182700000	182750000	A2	#f78200
chr2	182750000	182850000	B0	#5ebd3e
chr2	182850000	183150000	A2	#f78200
chr2	183150000	189400000	B0	#5ebd3e
chr2	189400000	189500000	A2	#f78200
chr2	189500000	189600000	B0	#5ebd3e
chr2	189600000	189900000	A2	#f78200
chr2	189900000	190150000	B0	#5ebd3e
chr2	190150000	191750000	A2	#f78200
chr2	191750000	194050000	B0	#5ebd3e
chr2	194050000	194100000	B1	#009cdf
chr2	194100000	195150000	B0	#5ebd3e
chr2	195150000	195200000	B1	#009cdf
chr2	195200000	195500000	B0	#5ebd3e
chr2	195500000	195550000	B1	#009cdf
chr2	195550000	195600000	B0	#5ebd3e
